left_wrist_angle,right_wrist_angle,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_knee_angle,right_knee_angle,left_ankle_angle,right_ankle_angle,left_hip_angle,right_hip_angle,target
197.4943907431918,211.42967676110928,122.93178898936362,118.04896360095894,9.997773929975564,348.58456425587207,299.9029734880413,337.38540439171294,132.41157899346254,175.6318748396859,126.59047610096924,64.18995964324556,corpse_pose
170.442779573533,130.69001023885517,176.06334291704627,157.43805464529694,143.6227944993843,211.10119698885543,307.0814281583476,319.1809940473921,192.9635740448557,190.33553600024692,78.57743799967314,111.21782846217076,child_pose
166.98861409637047,178.3736746686616,146.4510504574595,200.45368049213275,8.505319885645374,49.05417025834503,158.6749067918068,190.39305661088304,122.48353207837296,129.21446362249927,81.81775985911437,105.2619281428848,corpse_pose
110.41504831629258,104.80250145136982,174.57077028646464,173.43571770425598,72.33612890066479,284.52064372400343,273.5247362987027,283.75559504876867,206.5206548156268,209.3708036061442,18.820459623329096,160.62085319305135,cat_cow_pose
253.3255476291737,240.50420807348573,207.65197335623608,202.31591690840483,334.6809518472448,27.09222554247588,165.49085473555306,164.3487845393744,207.56441885461,215.8190725423128,254.9232561453384,288.62722478099494,cobra_pose
218.103451587106,214.67744909901137,188.08855623641435,188.854886934388,354.4543738329486,15.702059560583235,137.01455959987916,148.05433643941083,203.08137496587776,244.7802497642358,153.5929968912216,8.191116691136134,cobra_pose
237.7527236068832,357.0547888317636,263.666452804689,182.07776488611128,275.3397354360927,75.5213507402873,286.1253233060227,129.2409144219231,209.5835255990964,223.24935011301383,90.31276008708704,149.27563660483048,child_pose
159.46285537815183,145.39798265421345,324.1305891294476,173.7510445748985,328.6158550731726,59.05102080372509,57.19661395534851,154.17187164920222,138.91958957396434,215.7200832785785,310.604344815016,130.77222173542603,reclining_twist_pose
111.41531979667998,105.02360781549471,173.95349782764177,173.07617822304033,72.04078326927902,285.9277218807048,273.53471508663745,283.33169795720045,195.8008010732493,210.49726454557137,20.75050472094028,158.51392699033437,cat_cow_pose
204.66430962275385,185.83456231348632,211.00104513297265,191.0313532524401,178.33142100927552,148.66512400689743,3.782472141107151,35.5376284165768,173.37844991609688,148.73676605532083,123.32254838344682,58.32090581718808,child_pose
198.926584831434,169.9982289981631,93.16431733755071,97.04308972789404,312.567427002815,54.787170642511214,300.1050633815159,304.15136314403526,207.17027887848775,206.34239469012613,142.7722166517787,34.61733210001513,corpse_pose
186.9282924147234,177.3302297425236,170.48319454644204,175.6754262531856,345.68804969296275,25.74649356848185,179.05548977541108,186.20924549682056,120.98761569127912,118.30223658236814,91.29762125187288,88.45357164019575,corpse_pose
116.89488716725424,113.19450024204518,71.29367274798066,70.15603005303512,333.9410401523941,27.21562531877917,190.31275956732247,193.54801151911607,150.7464094459533,155.53060045047152,271.87367777889284,270.8726127767049,cobra_pose
246.4924929044908,218.6526022038344,181.41123935025723,186.06427692524232,268.2161385397065,84.43924434320313,74.64689618821869,77.93815920551654,119.6448482336345,153.70654833546456,113.7760220161455,61.8049644175042,cat_cow_pose
256.3258855140619,241.0831573003024,189.900116436045,186.84210052913176,294.17657860037417,63.93134324875653,77.77121921891406,78.66555833944557,159.72613628440672,164.32693276309112,150.18244229168457,28.07352407052449,child_pose
180.18924976944948,184.67788739536996,60.39250459095999,239.6850584764655,265.6378855671892,295.75888627346325,187.41003985262935,187.5129794305488,194.64935112944792,157.88405080840133,185.0582170200463,121.91509580519158,cobra_pose
124.82469085721895,96.08243278270284,169.1237701190447,165.45851773623951,55.210372096982894,293.2984230341281,303.0506017313943,311.9707400605924,167.85382894037284,157.93884846843372,69.61547845176777,111.87893241073472,cat_cow_pose
240.9549995810921,233.970644986108,305.99687611667645,296.5244967370703,42.24937286439423,330.6426263897864,171.36270484027042,169.69471009233467,201.9293107299576,201.10963270494443,265.27459421359765,279.0807698129343,cobra_pose
121.7499100592166,107.1636643130861,172.27549517676513,170.5963883009032,69.33018237175028,291.3761612404401,270.90097382336404,281.55224949989105,218.0554900617577,215.97040624460269,347.3539513845055,192.34833638338895,cat_cow_pose
180.9304481550337,164.7518502320914,176.4562083218988,174.712693574848,350.7671236948631,26.414247621148757,181.54678927137056,216.57078310994956,115.56836234383935,136.92422024031316,100.71520072851092,37.53669516163556,corpse_pose
236.0197925069004,231.26724840431885,224.5472784804948,217.1413286408109,352.6109048729347,9.195364397463107,166.60876611554738,167.86166489363876,207.487686941587,203.907254065428,268.6082936002923,272.7928325331956,cobra_pose
169.3399003878535,149.95748558486886,137.67764055775257,163.4623874391609,61.45148024664122,56.89137601163972,72.63155336988918,166.11472269545408,127.45573174773912,208.98091662955792,3.1259439236457864,105.70365796739762,reclining_twist_pose
128.38419480461712,145.47051852362446,146.56503604116529,134.46702522057174,160.21387124318923,214.826571721132,279.25116135355216,283.3399896352407,191.4980042024208,191.05612198216667,44.282433831435085,131.6713943615181,child_pose
155.90984857375622,149.2161769501928,179.13867508754743,174.7057053437169,345.5618739012592,17.59867027636511,305.9124431431239,309.9845785539261,206.28479552263684,206.1752156223492,158.34939698445697,20.015535570809394,corpse_pose
239.50862059184163,215.6553948097373,188.6888690300665,195.632849857636,300.3896070744613,50.20996296375482,90.16672454059513,101.86699969487414,162.39856227375833,184.0388968937509,183.89408464699585,353.66549503285654,cat_cow_pose
230.95822278443788,215.72539374553352,203.20302000829145,205.25265797633608,276.8034423277419,81.59937249992387,35.90322727074716,44.05179225654206,105.50132213951582,116.24198860764366,105.87522071060975,70.82635458741031,child_pose
187.7841130672623,179.94945731476187,165.9679333821225,173.2305523794922,344.8121856420421,27.22310379621928,179.34004592524818,186.1614125464829,118.90014265873668,119.33469779986028,90.63258164734572,89.15860500875249,corpse_pose
190.67959765460367,229.64944969909587,287.1888649222277,270.9617188460501,263.37164240422453,83.79609000605895,213.03536014456725,190.17732218649877,219.45580796510524,214.1021372635284,105.96760068332534,83.43507455114177,child_pose
248.59038438646704,212.78782154740583,187.18638023009655,196.08154361663864,300.13858293560986,52.69473643570546,83.90001732684439,98.60345020062188,160.89486443249322,183.0856335322757,178.39102345457593,359.59851651031823,cat_cow_pose
118.01818070732872,98.69239732062628,173.07136671717817,171.9219690354407,24.834975324490504,336.34365968743253,187.12503652381423,192.51723634010216,145.4190156430838,155.28184000502023,269.9902129304064,266.4321417143525,cobra_pose
210.1239113097573,177.70368357577243,215.06833454007523,209.9962510122221,215.52417771045856,142.06754632449605,48.81827695098616,50.52075064157202,119.8227043738362,130.09284610969317,115.38558963469836,67.15993498770827,child_pose
184.2184854106568,180.20855165710745,169.25278329003828,172.23807073146082,345.82740407872114,27.470848735873087,179.2017323558892,185.91803217655496,117.90903119290472,117.41850677927928,90.5747699194776,89.0030863912889,corpse_pose
157.7787152151691,148.23544851266183,172.33034827746013,164.97761286509197,351.496187619057,13.956686558940396,291.6354525286953,310.17108612078977,182.8664554426904,183.91419333475875,171.31412172894926,1.669622611730895,corpse_pose
122.8667301546837,109.6729942693328,152.32548573745422,148.36705073156676,16.237216658104515,344.0281392855798,199.90745197751747,196.71277605889645,156.89374375547536,147.9173957992519,286.86668951829256,257.83064240541387,cobra_pose
271.38298903244913,181.1259424373287,202.22960114598132,119.40096471860846,49.54648336690428,341.7572388890056,354.1433622120472,185.8111831991027,200.34339516952684,151.21828753410688,243.36783090124976,99.37419316935416,reclining_twist_pose
174.9853384712103,170.01297445546646,195.95225402617643,199.47939933736257,24.598543448447455,341.818569042901,177.77171514240655,180.11119277203417,226.7661038121001,241.8136372304162,96.3579406624441,86.10470735488936,corpse_pose
118.81308782487288,113.22457814259492,172.09655827559425,171.29398471123778,70.45852876566701,289.5603052484467,271.2959652360082,280.5895837675304,214.5108690917035,211.83735358799385,353.1663718765197,187.1546666350285,cat_cow_pose
200.2681976023192,200.0920626296968,242.1702712404249,217.9729758293497,238.2603891405273,130.53134015151602,39.36748834484797,49.50052488423808,114.65441115563442,120.96203779259136,115.0431024862333,62.09305462166473,child_pose
111.63008375860984,111.04127703302792,65.20744970421649,64.19554327550993,327.6895629968794,31.87949136493296,192.3424032362258,195.56414399154343,150.48301540870426,154.11020013922396,271.58087775251107,270.96274436236774,cobra_pose
168.00247704913355,177.89608581519764,208.2763725050368,191.3453373327032,39.55139120226166,351.2128749760989,160.55922836958123,173.8242118622232,214.5935928406888,243.10021362281867,67.59874246060429,130.93046978234966,corpse_pose
156.20518116065242,192.21134897949872,195.484520968646,204.19870039366157,53.3130661067034,5.140734916215962,161.4468555552833,174.55324066711367,249.2428010042681,241.88036620958889,42.48708129667409,159.70868569808263,corpse_pose
189.0342574803236,182.32820878777724,162.6857823036207,172.18565775910733,345.16691233546896,25.76411450916057,180.18780259492505,184.4049730004394,119.83759700183074,116.05504591467626,93.23462430011055,87.7613647477134,corpse_pose
117.71031562235304,99.18371118720732,172.787686853059,171.9949500684422,24.82130606134069,336.1985795334359,187.3644202386188,193.12064422376636,144.1806700126989,154.31323739377748,271.21996755774853,265.1141143032025,cobra_pose
124.3899952450354,110.27127280095311,173.6618027782791,171.7240893633336,69.04322255745892,291.36273415414144,270.30848677990423,280.6227914900661,218.96800858539385,216.05798634672803,348.9213470951838,190.53173492551585,cat_cow_pose
111.64998330994118,103.82326425959252,174.5826250189928,174.85710435491015,70.95723897118283,288.2249267415628,273.82226239004024,282.6090727291264,193.94616041627404,214.04388797531445,59.11131116034112,118.92728233740029,cat_cow_pose
172.3837527033995,121.47552813387958,117.33449131123356,114.7986346050166,102.74275979542506,249.32380627211225,238.7512176282306,289.88326222374127,180.49380210828676,194.1611838613131,339.9649537456681,177.66976865606736,child_pose
245.6261443155994,218.43586176015023,187.2334125882254,192.0277574261033,257.9959267947053,97.17773367423312,50.83047955569168,51.08045844970469,119.62810317203844,143.65578399862284,97.9522478458788,85.46172743158762,child_pose
120.2016486003085,113.85054151763076,172.20088345825772,171.64920144816944,71.13254782850073,288.85870702216664,271.170989837499,280.32394481449626,214.83149427822548,212.0589761280025,352.81791892317256,187.52758075383625,cat_cow_pose
135.36943959875055,126.74965114298772,119.72912519492296,121.51703163001136,352.6331621062953,9.676378094596528,182.8962199441711,185.2951244667975,157.6271980912145,153.08081466281723,273.139198145581,269.58783914412936,cobra_pose
157.7375838219081,186.18732826081896,184.2619075088387,175.37012687908424,340.6004414736534,29.15158094495493,182.20784168047004,186.502444647012,110.10965005874388,123.42089842065032,97.07682443499276,81.38850479192529,corpse_pose
187.3892791682386,179.61529708151886,165.62016011973026,173.40268850067025,344.43747553269213,27.2031033922856,179.50222227873226,186.25593619572803,118.92328899591344,119.41432303501944,90.4963801131166,89.27648083142869,corpse_pose
141.30495571484565,145.29921317712078,165.16430159542188,152.9883194613474,152.27753462701065,217.94634888711292,311.56700533331986,321.82245219356724,249.08470809630265,254.27180531691005,73.06624363487461,109.5666967803075,child_pose
243.72619470586736,217.83768051407807,186.7241626736308,190.14609480657407,285.3435311158253,71.54904659795801,67.64219353440602,77.18980700064938,137.15260756629806,165.13863430902907,117.00606841527085,58.74988445324022,cat_cow_pose
117.46454920815287,111.07063379430112,161.5757734585516,162.65987474852142,59.9890934834687,294.48739389145953,265.619967181112,277.8527091520691,204.83052442915104,209.12241070514168,338.64333646559555,199.7648111652798,cat_cow_pose
193.7980610917089,178.8318169556184,170.981638157395,174.47645391880377,345.0304142498519,26.41825841877317,178.7391952155738,186.7243861497169,120.23042141938576,120.73930184759134,90.78770093976104,88.10920339744956,corpse_pose
179.25914331441658,183.05865155173308,162.08191575612233,173.65834122937764,346.3991220342318,26.18788361095961,179.46786158471448,184.56430314049663,103.20584298385256,98.79319480018437,90.0514424948765,88.76974931141835,corpse_pose
173.12600253623617,182.68676532560315,157.8619976945505,165.89127191231483,23.708479893985466,320.9789314455321,281.4802458190913,295.3861687490714,190.7081987487516,204.4491714720814,135.87450248355935,36.095745957848536,corpse_pose
213.3551394181835,185.02630343574847,212.9064965566076,191.6830504467258,179.03735701962526,150.2733888718811,9.39082769259409,41.43245089792551,188.22095885225983,165.6679075194449,120.2856193101622,60.96322962548427,child_pose
168.08040180153878,135.1777895163758,177.28785910231014,157.21157755727285,142.29408701158047,212.49722846410805,306.91197708505695,318.3185717415935,201.07604896122703,189.7653816306293,81.17917977652777,110.10941218047704,child_pose
245.74347320925776,241.87903387187944,262.1990727035438,255.17998857489135,16.33803692111004,354.64896805048375,171.66258497536978,169.51500975323634,201.68422712513936,200.2900950877346,264.831787923993,279.32209028810234,cobra_pose
119.6269196527691,112.32636333393069,172.11443679667462,171.80684628916586,71.2642094077014,287.8327618880205,270.4018109585736,279.45587475436923,212.5648133470389,212.20407279241863,353.63813469857934,186.58441378995005,cat_cow_pose
188.89775667145796,216.65822408203732,233.5950498092789,183.68812263173044,330.8238680291738,77.1572072878655,58.837966944051736,56.221342795604656,141.75463237645351,162.38841731534689,78.04721010441229,101.44210330432786,cat_cow_pose
193.40322320958236,180.6551784333001,159.57407563474337,171.5120936504542,346.9795539609524,26.67270539923496,178.45353949422352,184.38569242478405,108.77899833083109,107.1978754500544,91.07346928548904,87.7891899535826,corpse_pose
119.94672604506913,105.87641079250038,120.22336817500648,121.76404909764248,353.9692267557571,7.4658367126641565,182.7846205411024,185.01826107166437,157.25490839434232,154.39816021558784,272.7126113321426,270.4075709124323,cobra_pose
166.90206832449294,193.64456746750483,247.52077330785144,237.5145896098605,245.2327049065684,116.40874104608936,217.36578146665667,224.5179586591978,153.1676618333707,178.90058393575436,221.5126491988985,307.13034252156194,child_pose
122.39267650516578,113.47802110083018,171.6231821508233,169.77702112852847,65.48307692651817,290.2614201687872,262.70195666813163,282.2840212226031,207.52122770497044,210.55837996659335,354.24940799389344,182.8842323188057,cat_cow_pose
173.20813742897008,130.62010695471142,174.90978466347872,158.509543290293,145.072460339643,210.8267468401776,308.4796391587462,319.75671218059324,189.9404549397619,191.33054677335812,78.59513084309667,110.66525442447286,child_pose
96.76169195918654,119.07709998246092,43.33743809733893,36.64694640327595,302.9468826961865,50.18923765961608,193.6324400239332,194.869441860304,151.50494377569515,150.98359574091515,273.3780818916485,268.815939302268,cobra_pose
166.06850127462954,177.45754456322746,132.88889644971755,156.57266823134796,48.752044574644245,53.064265040739016,95.55919095665156,155.65324665757828,150.92663626864453,209.1743746096226,3.3537607962506715,114.09383928687092,reclining_twist_pose
107.0200552382566,147.93731609279632,189.3005034240629,131.48612788095485,184.45020406205367,214.04552763903837,274.18923000656355,279.40046979311563,190.09405989545056,193.22495047622505,34.4164644481053,140.3232588235429,child_pose
153.25131245880505,179.05198422726767,162.95435241991538,173.4751283395362,344.8573333853722,27.208057868934898,179.8923394350176,186.3003214333706,119.05202631435564,118.73759679421578,90.347372468449,89.6037832194756,corpse_pose
183.2147990365532,184.44370793078423,155.70684459793512,130.62140971175253,64.0199401622593,263.8743741748532,80.31299803213388,171.92831090218473,120.0561165265513,157.17770938369142,113.66450035621132,87.13116493643383,cat_cow_pose
167.68019511439817,177.8104197522924,146.34331473192043,201.76726644303147,8.71554682612018,48.44766661858928,158.57660281539404,190.83285119905628,121.18920757445238,130.42574851865336,82.64296626435008,104.08236333353172,corpse_pose
168.68375151407565,179.01118060073068,143.01925272427607,202.10546958889057,6.659598507449379,48.038906410450906,158.08551479453638,190.88450120219304,120.47212954163795,130.45431256945494,82.10055538686541,103.70323465876572,corpse_pose
122.25360569828408,108.7439738562355,173.60044357399764,171.8331929065693,69.66377957380166,291.09926968583954,270.9449857023029,281.0303650332048,219.44155615913425,217.39469363687283,346.2499093798684,193.44273882249468,cat_cow_pose
264.664769589217,244.50120805358165,213.3193363127197,210.27948542219747,341.5831159029218,22.9375864761338,165.3778623908769,162.82394079443233,204.8765821086873,209.5881201954676,258.1989734361813,285.5114441083724,cobra_pose
167.36323395046236,148.57321381920934,135.39990121651783,164.70691531000048,59.10817262674801,57.16721612367881,67.66017915499218,158.14138642626585,131.56020902416003,217.3180601280309,3.540928941992909,108.70021332957108,reclining_twist_pose
192.96159527743183,207.6116887583763,188.3438228124841,190.20885332010627,292.91311696178525,64.60265446731084,67.21053628901825,60.52544840086858,164.1333784973638,178.1551165625255,84.19487611216042,103.57833450732694,cat_cow_pose
111.88856726414376,105.2561785196573,171.34810526772895,168.93209465322957,73.87914765821132,287.07230930180947,274.47293893769404,283.8967504687672,212.128734254751,210.62967320004856,345.95691825382124,194.10709556020265,cat_cow_pose
221.5333083228491,179.07216607193405,208.7800952853108,170.1088233257288,285.8323920614025,77.98136501732219,119.8673927440987,68.55788109102932,203.381470768975,197.25787791644385,73.61446536943517,108.61006999942911,cat_cow_pose
119.70022318603174,100.22165638622556,172.53257632624633,171.62986494396878,24.68983944118084,336.061496367903,187.1094283057949,194.08897146927112,143.57222091756438,152.56802190723093,272.7625980021533,263.3205673894572,cobra_pose
120.17350453142092,110.33889525702956,116.27460810397326,119.1431838846045,352.9622262098462,8.375053648755085,183.2604397969343,185.26597290276493,158.23692019138738,150.8034839459544,270.49614625438346,273.6989051772319,cobra_pose
201.13484843018784,179.37909845550217,163.3193438581292,173.51784969153024,344.28329635624794,27.195452126264293,179.60502111631197,186.42254845595696,119.13082942696713,119.5183621394492,90.44963841733627,89.31622161621029,corpse_pose
219.99597313653052,184.3483299978041,179.25331289307522,184.1393815916657,270.4716595237982,86.73936470518277,61.63846151679747,51.77088563489107,118.53362534713804,157.94984100428883,86.07466994307431,94.83986473764644,cat_cow_pose
119.47677124485983,105.728448808852,131.4266870397337,127.978218810257,8.067029143004522,353.2071788954356,193.63851263695005,192.4984736363116,154.04091757649053,151.00842942803231,280.73013471196373,263.92159343224813,cobra_pose
112.88891736146782,117.24173970216164,157.60713782028645,153.7689336785007,49.21208340900589,300.8239643371013,313.42946019195745,316.03290452215595,212.40018553335216,239.42299835571487,54.92189059847123,130.4682725736724,child_pose
161.5826194444598,126.41564761268212,176.47919926089497,169.6493773475139,138.79746394915395,60.390566155923125,53.933657807645616,165.76007870351225,140.92361706448966,222.293518551762,344.47804830218143,93.7636895178673,reclining_twist_pose
155.60088188438326,132.43289172928226,172.06491604994255,169.0024712362287,87.29812020960506,276.7062555545645,257.6753732876328,256.4478322542228,179.78713136384536,183.15156850954963,119.88395966822242,57.21476870955381,cat_cow_pose
186.79019890492023,180.3389884090444,164.52237626210717,168.48609899842003,346.36407494119896,27.400666112347352,179.65644270195028,183.5170516947013,113.62494203928765,112.5816894858102,94.11088385891036,85.8937836375563,corpse_pose
243.33174249431224,209.93466216168744,185.7837868685944,194.11509644836752,296.65563566769345,58.62572513528244,78.93492229122899,91.98118195714328,161.60307350799528,186.26965731821477,168.53071317908507,9.497669366346162,cat_cow_pose
153.9549512577376,136.60010198990014,175.71384771483625,172.22609779228787,138.01495341944252,58.95902721705456,54.07472703049097,171.34704063539618,145.65115310314732,216.0495619186556,346.05244275112125,88.75658306929478,reclining_twist_pose
158.5181450880546,135.18467528817868,171.4317581669607,156.6830300691109,111.9530722068331,246.16352614240645,312.76280691985494,317.6737250782895,156.2003952692746,171.36757406883112,90.84979223318986,91.3844712638472,child_pose
243.06674831718664,212.70733498174184,193.53741916469704,199.78494069308485,251.96994088802992,99.45814464208355,43.354348028877375,50.71252992500736,121.20765462182597,139.58588509866405,110.50884328239246,74.66325209210576,child_pose
135.09368254441395,107.53638782997837,169.0982601124175,174.55527140269703,90.12472120144952,262.26273780011354,300.3582698625945,309.1275696636436,225.21307928488892,228.7102534191461,47.30756901720921,133.2660437825894,child_pose
212.1648713138665,187.41614721164427,216.83022117329915,208.1828544574534,215.609966840776,141.01014337718283,47.98121005035334,49.90030422663608,117.39812500018212,127.26639056787404,113.70630116696556,69.39726010598055,child_pose
179.40114450224016,176.16027691424864,158.17561223909186,163.96892909684126,9.790567368359737,343.73572012277754,325.34958089968137,324.567969835965,242.3020340465073,254.22651193926453,100.3775699815775,88.7267075582733,child_pose
118.0610156795949,99.92371649518968,172.7668772206409,171.71725143089472,24.80633647449073,336.2449043226252,187.34289439897051,193.32482613615784,143.8541856566129,153.9204190808252,271.79511367957,264.43400440314053,cobra_pose
194.3675399491377,223.10663371940709,322.4189175545497,184.41262617091337,281.300296567063,81.02426757572599,60.15502283568312,60.06663945343664,141.49393292410076,161.65250293581127,96.62897379453926,80.19320550917642,cat_cow_pose
122.19759000728509,117.49865835316751,168.85308888299008,168.76338918394052,60.480983932381626,294.20618851606457,260.33902456637134,279.87146224996826,207.4575741029681,210.03636792872683,347.0910830010056,189.31422343610964,cat_cow_pose
167.5189041035679,180.24640689694192,168.2383413544248,172.16972377375947,346.0475603810136,27.559991028044102,178.96061930953368,185.90515104075968,117.86140357238602,117.63985599307372,90.45212592902948,88.89592587643754,corpse_pose
150.35354046357585,182.0075657709425,158.4921351778721,181.6051296726599,67.12458233151813,100.76365625836804,264.10046131167854,203.85516447549517,176.24864968152886,140.5058662120485,110.9361783689145,71.89251079464799,reclining_twist_pose
130.70821726871728,162.9654886280252,110.79480542607052,156.15929846021209,314.56584165421583,224.4270473545494,267.56143743271787,229.69304477294023,166.62872493794148,192.7930811243071,160.93009631516253,38.76454102871613,reclining_twist_pose
156.86239588855125,194.9916979940413,193.17973408498568,202.56144990577224,52.10359561147054,4.637471233900298,159.90621898087053,171.86435674833615,235.21131819903655,244.4546702508943,48.12650749436665,154.95060701398563,corpse_pose
118.6045335804198,108.84753801031572,170.05030907391247,168.7564659528681,63.5406659832395,293.022020286052,264.8539095537408,278.52656167913506,207.56441455144585,208.5392615638741,348.2101681665303,190.1108286668133,cat_cow_pose
147.04811289685813,181.489969434758,153.5304714274594,181.2523184313787,63.1932595484163,101.4319819299714,253.6811606603024,204.9317753763381,175.0833564601767,143.41811513696246,102.3824664986897,71.25050079576147,reclining_twist_pose
113.40285606932822,104.91966316472028,174.8284673092944,174.79018594737417,70.92397827475021,289.9704096613866,274.47936409102533,283.78910176915906,197.39606555726868,213.21843850679755,42.19155676238638,136.3614713140553,cat_cow_pose
110.96064491522586,104.51113949108208,174.08365476195354,173.14079234853483,72.09183018999089,285.5926860119084,273.62176613919803,283.56094530830086,202.75649683354,209.40944581269576,20.304758815994557,159.00486111978992,cat_cow_pose
184.47461365989523,185.1211091033548,169.12645119150474,174.40454619155182,346.12531959323246,24.639504737734605,180.09248133962484,187.54707930132517,122.211740083706,117.58045179676058,92.24850780318904,87.51407783179928,corpse_pose
